0	5	  -0.0000060792	   0.0000034185
5	10	  -0.0000129305	   0.0000067124
10	15	  -0.0000247450	   0.0000089375
15	20	  -0.0000375193	   0.0000132015
20	25	  -0.0000565117	   0.0000140550
25	30	  -0.0000628188	   0.0000167484
30	35	  -0.0000880843	   0.0000170423
35	40	  -0.0001145588	   0.0000270770
40	50	  -0.0001485272	   0.0000248325
50	60	  -0.0001813931	   0.0000245129
60	70	  -0.0002505994	   0.0000571258
