0.351	-0.0010490	0.0001124
0.450	-0.0015259	0.0001002
0.549	-0.0021208	0.0000902
0.695	-0.0026799	0.0000742
0.894	-0.0032036	0.0000495
1.116	-0.0036532	0.0001281
1.365	-0.0034582	0.0001357
1.711	-0.0028746	0.0001080
2.207	-0.0009708	0.0001707
2.714	0.0023778	0.0005204
3.216	0.0058547	0.0004538
3.718	0.0076766	0.0005721
4.394	0.0067414	0.0009346
5.416	0.0010988	0.0016997
6.434	-0.0012675	0.0019179
7.446	0.0009045	0.0018123
8.828	-0.0035713	0.0034983
10.861	0.0030248	0.0058377
